1	3 
2	8 
3	19 
4	14 
5	22 
6	5 
7	27 
8	1 
9	14 
10	1 
11	8 
12	15 
13	15 
14	25 
15	22 
16	11 
17	25 
18	7 
19	21 
20	14 
21	20 
22	11 
23	18 
24	7 
25	7 
26	9 
27	20 
28	13 
29	26 
30	22 
31	2 
32	20 
33	7 
34	3 
35	26 
36	9 
37	17 
38	5 
39	3 
40	20 
41	7 
42	18 
43	9 
44	4 
45	17 
46	20 
47	13 
48	2 
49	21 
50	25 
51	18 
52	7 
53	19 
54	16 
55	1 
56	11 
57	17 
58	20 
59	22 
60	1 
61	11 
62	14 
63	10 
64	25 
65	6 
66	18 
67	18 
68	19 
69	12 
70	27 
71	17 
72	6 
73	21 
74	8 
75	21 
76	24 
77	7 
78	6 
79	21 
80	12 
81	1 
82	5 
83	4 
84	2 
85	4 
86	1 
87	5 
88	6 
89	7 
90	8 
91	12 
92	9 
93	13 
94	9 
95	7 
96	11 
97	27 
98	10 
99	7 
100	27 
101	1 
102	5 
103	20 
104	2 
105	2 
106	10 
107	11 
108	16 
109	4 
110	9 
111	15 
112	27 
113	6 
114	14 
115	12 
116	18 
117	9 
118	26 
119	1 
120	12 
121	16 
122	16 
123	13 
124	4 
125	12 
126	24 
127	22 
128	13 
129	15 
130	18 
131	12 
132	7 
133	18 
134	2 
135	3 
136	5 
137	10 
138	10 
139	13 
140	22 
141	5 
142	7 
143	25 
144	14 
145	13 
146	6 
147	22 
148	11 
149	23 
150	2 
151	9 
152	23 
153	2 
154	14 
155	23 
156	13 
157	1 
158	1 
159	4 
160	18 
161	11 
162	25 
163	13 
164	10 
165	25 
166	22 
167	27 
168	10 
169	3 
170	8 
171	19 
172	22 
173	13 
174	26 
175	11 
176	11 
177	24 
178	25 
179	2 
180	10 
181	23 
182	7 
183	14 
184	12 
185	15 
186	25 
187	3 
188	20 
189	7 
190	2 
191	8 
192	23 
193	21 
194	2 
195	14 
196	23 
197	4 
198	23 
199	26 
200	6 
201	7 
202	16 
203	23 
204	26 
205	25 
206	15 
207	11 
208	27 
209	20 
210	18 
211	22 
212	17 
213	22 
214	9 
215	5 
216	16 
217	20 
218	25 
219	18 
220	20 
221	21 
222	27 
223	24 
224	14 
225	23 
226	15 
227	16 
228	7 
229	6 
230	7 
231	18 
232	25 
233	25 
234	18 
235	23 
236	22 
237	10 
238	13 
239	5 
240	12 
241	11 
242	27 
243	13 
244	16 
245	17 
246	2 
247	9 
248	8 
249	20 
250	5 
251	21 
252	4 
253	6 
254	10 
255	19 
256	2 
257	8 
258	25 
259	7 
260	12 
261	2 
262	17 
263	11 
264	14 
265	9 
266	8 
267	27 
268	26 
269	20 
270	26 
271	13 
272	24 
273	22 
274	23 
275	4 
276	4 
277	2 
278	20 
279	2 
280	21 
281	5 
282	3 
283	2 
284	26 
285	17 
286	21 
287	23 
288	8 
289	19 
290	4 
291	22 
292	3 
293	11 
294	27 
295	23 
296	8 
297	20 
298	10 
299	27 
300	11 
301	9 
302	8 
303	11 
304	26 
305	19 
306	3 
307	3 
308	21 
309	11 
310	11 
311	17 
312	18 
313	11 
314	3 
315	23 
316	22 
317	20 
318	16 
319	4 
320	27 
321	13 
322	18 
323	25 
324	21 
325	16 
326	8 
327	12 
328	4 
329	18 
330	16 
331	15 
332	8 
333	24 
334	8 
335	17 
336	19 
337	13 
338	26 
339	22 
340	23 
341	7 
342	13 
343	21 
344	17 
345	13 
346	17 
347	17 
348	6 
349	6 
350	16 
351	2 
352	6 
353	5 
354	20 
355	11 
356	21 
357	9 
358	25 
359	19 
360	19 
361	5 
362	18 
363	19 
364	17 
365	14 
366	26 
367	21 
368	3 
369	22 
370	24 
371	22 
372	10 
373	23 
374	9 
375	24 
376	15 
377	27 
378	24 
379	27 
380	17 
