degree distribution (probability density function of the degree in logarithmic bins) 
10.4089	0.128852
12.4406	0.0697184
14.8101	0.06558
18	0.0388696
20.7647	0.0204564
24.2967	0.0233059
28.4286	0.0137362
33.5077	0.0120654
39.0857	0.00553096
45.4615	0.00524687
50	0.000343605

degree distribution (degree-occurrences) 
10	0.133
11	0.092
12	0.08
13	0.063
14	0.069
15	0.05
16	0.039
17	0.035
18	0.04
19	0.035
20	0.03
21	0.024
22	0.014
23	0.025
24	0.03
25	0.02
26	0.016
27	0.019
28	0.014
29	0.014
30	0.016
31	0.013
32	0.008
33	0.009
34	0.014
35	0.01
36	0.011
37	0.007
38	0.007
39	0.008
40	0.006
41	0.003
42	0.004
43	0.006
44	0.008
45	0.008
46	0.006
47	0.004
48	0.004
49	0.003
50	0.003


--------------------------------------
community distribution (size-occurrences)
10	0.0731707
12	0.0487805
13	0.0731707
14	0.0243902
15	0.0243902
16	0.0243902
17	0.0487805
18	0.0731707
20	0.0487805
22	0.0243902
23	0.0731707
24	0.0487805
25	0.0731707
27	0.0243902
28	0.0487805
29	0.0243902
30	0.0487805
32	0.0243902
41	0.0243902
42	0.0243902
43	0.0243902
46	0.0243902
47	0.0243902
48	0.0243902
49	0.0243902


--------------------------------------
mixing parameter
0.272727	0.002
0.3	0.001
0.333333	0.022
0.355923	0.031
0.365169	0.077
0.381273	0.129
0.391175	0.086
0.401132	0.319
0.414996	0.145
0.426578	0.086
0.436698	0.024
0.451398	0.056
0.461538	0.015
0.473684	0.001
0.5	0.006

--------------------------------------
