1	38 
2	12 
3	14 
4	12 
5	8 
6	41 
7	15 
8	34 
9	6 
10	38 
11	18 
12	12 
13	23 
14	21 
15	17 
16	21 
17	7 
18	8 
19	18 
20	22 
21	35 
22	22 
23	35 
24	18 
25	31 
26	32 
27	27 
28	18 
29	22 
30	15 
31	15 
32	35 
33	23 
34	30 
35	32 
36	2 
37	23 
38	19 
39	41 
40	1 
41	5 
42	28 
43	26 
44	21 
45	34 
46	25 
47	35 
48	23 
49	30 
50	13 
51	40 
52	30 
53	9 
54	12 
55	30 
56	36 
57	23 
58	19 
59	27 
60	17 
61	30 
62	16 
63	1 
64	32 
65	5 
66	25 
67	20 
68	5 
69	3 
70	23 
71	28 
72	37 
73	40 
74	23 
75	19 
76	29 
77	20 
78	39 
79	11 
80	23 
81	18 
82	33 
83	3 
84	37 
85	23 
86	3 
87	28 
88	23 
89	14 
90	33 
91	4 
92	10 
93	25 
94	5 
95	30 
96	22 
97	13 
98	24 
99	21 
100	3 
101	26 
102	4 
103	41 
104	10 
105	28 
106	17 
107	7 
108	12 
109	7 
110	6 
111	17 
112	19 
113	35 
114	23 
115	8 
116	7 
117	41 
118	40 
119	30 
120	16 
121	4 
122	21 
123	28 
124	14 
125	25 
126	19 
127	7 
128	31 
129	19 
130	20 
131	9 
132	18 
133	30 
134	21 
135	29 
136	34 
137	25 
138	23 
139	37 
140	8 
141	21 
142	1 
143	35 
144	17 
145	36 
146	16 
147	1 
148	32 
149	4 
150	8 
151	11 
152	34 
153	28 
154	31 
155	8 
156	38 
157	23 
158	6 
159	4 
160	35 
161	30 
162	31 
163	30 
164	19 
165	25 
166	28 
167	12 
168	12 
169	21 
170	8 
171	41 
172	8 
173	19 
174	12 
175	8 
176	24 
177	34 
178	6 
179	32 
180	32 
181	25 
182	1 
183	3 
184	13 
185	31 
186	8 
187	37 
188	32 
189	12 
190	9 
191	7 
192	12 
193	20 
194	6 
195	38 
196	18 
197	19 
198	36 
199	19 
200	40 
201	12 
202	32 
203	33 
204	9 
205	23 
206	5 
207	30 
208	9 
209	24 
210	33 
211	23 
212	40 
213	6 
214	9 
215	6 
216	39 
217	30 
218	15 
219	15 
220	21 
221	24 
222	29 
223	30 
224	5 
225	3 
226	3 
227	37 
228	8 
229	22 
230	25 
231	25 
232	34 
233	39 
234	29 
235	2 
236	2 
237	23 
238	12 
239	20 
240	20 
241	5 
242	22 
243	1 
244	5 
245	5 
246	35 
247	35 
248	13 
249	37 
250	13 
251	26 
252	30 
253	31 
254	39 
255	5 
256	28 
257	28 
258	38 
259	6 
260	1 
261	32 
262	31 
263	19 
264	39 
265	6 
266	8 
267	23 
268	26 
269	16 
270	32 
271	9 
272	12 
273	22 
274	13 
275	33 
276	6 
277	32 
278	15 
279	12 
280	32 
281	26 
282	17 
283	31 
284	23 
285	34 
286	12 
287	12 
288	41 
289	19 
290	11 
291	5 
292	13 
293	8 
294	20 
295	22 
296	23 
297	18 
298	5 
299	18 
300	22 
301	20 
302	30 
303	20 
304	37 
305	36 
306	22 
307	21 
308	16 
309	41 
310	30 
311	20 
312	22 
313	27 
314	24 
315	33 
316	27 
317	35 
318	7 
319	19 
320	11 
321	38 
322	6 
323	19 
324	10 
325	1 
326	8 
327	4 
328	26 
329	12 
330	32 
331	20 
332	20 
333	26 
334	36 
335	3 
336	26 
337	17 
338	12 
339	10 
340	23 
341	24 
342	5 
343	8 
344	16 
345	26 
346	10 
347	24 
348	19 
349	35 
350	19 
351	3 
352	30 
353	23 
354	10 
355	34 
356	11 
357	26 
358	19 
359	13 
360	6 
361	31 
362	9 
363	15 
364	8 
365	23 
366	20 
367	8 
368	3 
369	20 
370	4 
371	16 
372	7 
373	8 
374	8 
375	21 
376	15 
377	33 
378	26 
379	20 
380	28 
381	33 
382	26 
383	23 
384	34 
385	39 
386	19 
387	38 
388	6 
389	6 
390	10 
391	22 
392	26 
393	4 
394	39 
395	19 
396	19 
397	31 
398	12 
399	41 
