degree distribution (probability density function of the degree in logarithmic bins) 
10.4098	0.117398
12.4882	0.0828821
14.8431	0.0635047
18.1111	0.0381629
20.7683	0.024668
24.3636	0.0169031
28.4531	0.0139543
33.1918	0.0135504
39.4048	0.00663715
46.2941	0.00457419
50	0.000343605

degree distribution (degree-occurrences) 
10	0.121
11	0.084
12	0.087
13	0.083
14	0.064
15	0.049
16	0.04
17	0.033
18	0.03
19	0.045
20	0.034
21	0.033
22	0.015
23	0.019
24	0.02
25	0.011
26	0.016
27	0.019
28	0.014
29	0.014
30	0.017
31	0.016
32	0.015
33	0.012
34	0.008
35	0.013
36	0.009
37	0.008
38	0.008
39	0.007
40	0.003
41	0.01
42	0.006
43	0.004
44	0.005
45	0.002
46	0.007
47	0.004
48	0.006
49	0.006
50	0.003


--------------------------------------
community distribution (size-occurrences)
10	0.025641
11	0.0769231
12	0.025641
13	0.0769231
14	0.025641
15	0.025641
19	0.025641
20	0.0769231
21	0.0512821
22	0.025641
23	0.025641
25	0.025641
26	0.0512821
27	0.0769231
28	0.025641
32	0.025641
33	0.025641
34	0.0512821
35	0.0512821
36	0.0512821
37	0.025641
39	0.025641
41	0.025641
43	0.025641
44	0.025641
46	0.025641


--------------------------------------
mixing parameter
0.666667	0.001
0.7	0.002
0.727273	0.011
0.735673	0.003
0.75	0.045
0.763832	0.015
0.773252	0.099
0.788129	0.162
0.800703	0.306
0.81489	0.181
0.830132	0.112
0.845013	0.042
0.856746	0.018
0.909091	0.001
0.923077	0.002

--------------------------------------
