1	22 
2	34 
3	40 
4	30 
5	31 
6	15 
7	13 
8	33 
9	19 
10	29 
11	31 
12	25 
13	13 
14	4 
15	30 
16	10 
17	19 
18	40 
19	1 
20	21 
21	9 
22	3 
23	30 
24	10 
25	6 
26	18 
27	13 
28	2 
29	31 
30	17 
31	27 
32	36 
33	3 
34	39 
35	29 
36	25 
37	38 
38	30 
39	1 
40	19 
41	40 
42	18 
43	16 
44	30 
45	23 
46	2 
47	3 
48	13 
49	31 
50	2 
51	14 
52	2 
53	8 
54	27 
55	33 
56	11 
57	14 
58	9 
59	6 
60	8 
61	22 
62	12 
63	23 
64	24 
65	1 
66	30 
67	23 
68	12 
69	34 
70	24 
71	31 
72	3 
73	21 
74	9 
75	17 
76	40 
77	19 
78	31 
79	32 
80	32 
81	11 
82	3 
83	7 
84	4 
85	3 
86	37 
87	3 
88	15 
89	25 
90	34 
91	16 
92	6 
93	37 
94	6 
95	25 
96	5 
97	30 
98	25 
99	15 
100	34 
101	35 
102	2 
103	16 
104	4 
105	20 
106	34 
107	31 
108	34 
109	5 
110	27 
111	12 
112	35 
113	17 
114	8 
115	15 
116	23 
117	3 
118	3 
119	3 
120	35 
121	13 
122	28 
123	7 
124	27 
125	25 
126	37 
127	38 
128	34 
129	31 
130	27 
131	10 
132	15 
133	34 
134	11 
135	13 
136	35 
137	40 
138	15 
139	22 
140	11 
141	17 
142	28 
143	13 
144	13 
145	15 
146	23 
147	5 
148	17 
149	2 
150	5 
151	33 
152	2 
153	18 
154	14 
155	36 
156	2 
157	15 
158	6 
159	21 
160	20 
161	13 
162	19 
163	32 
164	23 
165	8 
166	20 
167	26 
168	15 
169	21 
170	27 
171	24 
172	40 
173	33 
174	21 
175	18 
176	23 
177	10 
178	26 
179	14 
180	5 
181	37 
182	6 
183	34 
184	20 
185	4 
186	18 
187	14 
188	34 
189	1 
190	40 
191	34 
192	12 
193	27 
194	28 
195	5 
196	25 
197	2 
198	24 
199	30 
200	8 
201	28 
202	13 
203	17 
204	38 
205	40 
206	3 
207	30 
208	22 
209	39 
210	5 
211	40 
212	36 
213	26 
214	19 
215	34 
216	33 
217	27 
218	19 
219	40 
220	19 
221	32 
222	27 
223	31 
224	21 
