degree distribution (probability density function of the degree in logarithmic bins) 
10.4074	0.123698
12.4038	0.0760565
14.9407	0.0560336
17.7642	0.0374562
21.1233	0.0219606
24.6092	0.0222814
28.3881	0.0146084
33.4783	0.0128079
39.1395	0.00679518
46.2955	0.00591954
50	0.00045814

degree distribution (degree-occurrences) 
10	0.128
11	0.088
12	0.093
13	0.063
14	0.049
15	0.045
16	0.041
17	0.05
18	0.031
19	0.025
20	0.022
21	0.02
22	0.031
23	0.02
24	0.018
25	0.025
26	0.024
27	0.017
28	0.018
29	0.021
30	0.011
31	0.009
32	0.013
33	0.013
34	0.014
35	0.01
36	0.01
37	0.008
38	0.009
39	0.008
40	0.01
41	0.003
42	0.005
43	0.001
44	0.007
45	0.008
46	0.007
47	0.012
48	0.001
49	0.008
50	0.004


--------------------------------------
community distribution (size-occurrences)
10	0.0851064
11	0.0425532
12	0.0425532
13	0.0212766
14	0.0638298
15	0.12766
16	0.0638298
17	0.106383
18	0.0212766
19	0.0638298
21	0.0212766
22	0.0212766
24	0.0425532
25	0.0212766
28	0.0212766
32	0.0212766
33	0.0212766
34	0.0425532
36	0.0212766
37	0.0425532
40	0.0212766
41	0.0212766
43	0.0212766
50	0.0212766


--------------------------------------
mixing parameter
0.8	0.002
0.818182	0.009
0.823529	0.002
0.833333	0.022
0.845951	0.02
0.857143	0.021
0.866633	0.047
0.875143	0.048
0.885003	0.13
0.89483	0.094
0.903681	0.319
0.916307	0.128
0.925101	0.093
0.934299	0.036
0.94417	0.023
0.956439	0.002
1	0.004

--------------------------------------
